Rider_Link,Rider,Team,Class,Cost,Selected,Points,Stg,GC,PC,KOM,Spr,Sum,Bky,Ass,Tot
riderprofile.php?rider=20210962,Rafał Majka,UAE-Team Emirates,Climber,8,5.2%,523,220,55,0,62,20,38,40,88,523
riderprofile.php?rider=20210002,Geoffrey Bouchard,AG2R Citroën Team ,Unclassed,6,12.3%,330,148,150,0,0,0,0,20,12,330
riderprofile.php?rider=20210003,Lilian Calmejane,AG2R Citroën Team ,Unclassed,6,2.9%,462,274,71,2,3,36,4,60,12,462
riderprofile.php?rider=20210004,Clément Champoussin,AG2R Citroën Team ,Unclassed,6,2.5%,732,568,116,0,0,0,6,40,2,732
riderprofile.php?rider=20210007,Stan Dewulf,AG2R Citroën Team ,Unclassed,6,0.3%,300,150,0,0,0,58,0,80,12,300
riderprofile.php?rider=20210029,Clément Venturini,AG2R Citroën Team ,Sprinter,6,1.9%,135,123,0,0,0,0,0,0,12,135
riderprofile.php?rider=20210039,Alexander Krieger,Alpecin-Fenix,Unclassed,6,0.4%,130,110,0,0,0,0,0,0,20,130
riderprofile.php?rider=20210046,Edward Planckaert,Alpecin-Fenix,Unclassed,6,0.3%,60,0,0,0,0,20,0,20,20,60
riderprofile.php?rider=20210093,Omar Fraile,Astana - Premier Tech,Unclassed,6,10.8%,16,0,0,0,0,8,0,0,8,16
riderprofile.php?rider=20210099,Gorka Izagirre,Astana - Premier Tech,All Rounder,6,1.5%,48,0,20,0,0,0,0,20,8,48
riderprofile.php?rider=20210108,Óscar Rodríguez,Astana - Premier Tech,Unclassed,6,0.6%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210110,Luis Leon Sánchez,Astana - Premier Tech,Unclassed,6,4.1%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210155,Gino Mäder,Bahrain - Victorious,Climber,6,7.4%,1017,415,478,0,0,0,12,0,112,1017
riderprofile.php?rider=20210164,Jan Tratnik,Bahrain - Victorious,Unclassed,6,5.8%,380,228,0,0,0,0,0,40,112,380
riderprofile.php?rider=20210232,Felix Großschartner,BORA - hansgrohe,All Rounder,6,6.1%,1031,642,365,0,0,0,0,20,4,1031
riderprofile.php?rider=20210236,Martin Laas,BORA - hansgrohe,Sprinter,6,2.4%,187,175,0,0,0,0,0,0,12,187
riderprofile.php?rider=20210254,Jetse Bol,Burgos-BH,Unclassed,6,2.5%,146,8,0,0,0,58,0,80,0,146
riderprofile.php?rider=20210262,Ángel Madrazo,Burgos-BH,Unclassed,6,2.0%,72,0,0,0,0,32,0,40,0,72
riderprofile.php?rider=20211024,Daniel Navarro,Burgos-BH,Climber,6,0.8%,175,60,35,0,0,20,0,60,0,175
riderprofile.php?rider=20210269,Diego Rubio,Burgos-BH,Unclassed,6,0.2%,40,0,0,0,0,0,0,40,0,40
riderprofile.php?rider=20210279,Jefferson Alveiro Cepeda,Caja Rural - Seguros RGA,Unclassed,6,1.0%,20,0,0,0,0,0,0,20,0,20
riderprofile.php?rider=20210293,Piet Allegaert,Cofidis,Sprinter,6,1.0%,592,560,0,0,0,0,0,0,32,592
riderprofile.php?rider=20210306,Jesús Herrada,Cofidis,Climber,6,1.8%,336,218,0,0,0,0,10,80,28,336
riderprofile.php?rider=20210307,José Herrada,Cofidis,Unclassed,6,2.7%,32,0,0,0,0,0,0,0,32,32
riderprofile.php?rider=20210311,Emmanuel Morin,Cofidis,Sprinter,6,0.6%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210332,Josef Černý,Deceuninck - Quick Step,Unclassed,6,2.6%,330,260,18,0,0,0,0,0,52,330
riderprofile.php?rider=20210345,Florian Sénéchal,Deceuninck - Quick Step,Unclassed,6,1.4%,322,270,0,0,0,8,0,0,44,322
riderprofile.php?rider=20210349,Zdeněk Štybar,Deceuninck - Quick Step,Unclassed,6,2.4%,52,0,0,0,0,0,0,0,52,52
riderprofile.php?rider=20210350,Bert Van Lerberghe,Deceuninck - Quick Step,Unclassed,6,0.1%,120,40,0,0,0,28,0,0,52,120
riderprofile.php?rider=20210381,Jonathan Klever Caicedo,EF Education - Nippo,Climber,6,0.5%,18,0,0,0,0,0,0,0,18,18
riderprofile.php?rider=20210383,Simon Carr,EF Education - Nippo,Unclassed,6,4.8%,13,0,3,0,0,0,0,0,10,13
riderprofile.php?rider=20210385,Magnus Cort,EF Education - Nippo,Unclassed,6,11.5%,1254,1000,0,161,1,32,0,60,0,1254
riderprofile.php?rider=20210453,Mikel Bizkarra,Euskaltel - Euskadi,Unclassed,6,3.2%,147,99,0,0,0,8,0,40,0,147
riderprofile.php?rider=20210461,Juan José Lobato,Euskaltel - Euskadi,Unclassed,6,0.6%,101,101,0,0,0,0,0,0,0,101
riderprofile.php?rider=20210463,Luis Ángel Maté,Euskaltel - Euskadi,Unclassed,6,1.3%,41,4,5,0,0,8,4,20,0,41
riderprofile.php?rider=20210495,Kevin Geniets,Groupama - FDJ,Unclassed,6,0.3%,104,80,0,0,0,0,0,20,4,104
riderprofile.php?rider=20210505,Rudy Molard,Groupama - FDJ,Unclassed,6,0.7%,42,16,2,0,0,0,0,20,4,42
riderprofile.php?rider=20210533,Jhonatan Narváez,INEOS Grenadiers,Unclassed,6,1.4%,172,110,0,0,0,0,0,0,62,172
riderprofile.php?rider=20210536,Salvatore Puccio,INEOS Grenadiers,Unclassed,6,0.5%,110,0,0,0,0,0,0,0,110,110
riderprofile.php?rider=20210544,Dylan Van Baarle,INEOS Grenadiers,Unclassed,6,2.0%,358,250,16,0,0,0,0,20,72,358
riderprofile.php?rider=20210557,Jan Hirt,Intermarché - Wanty - Gobert Matériaux,Climber,6,0.5%,205,80,15,0,0,0,0,20,90,205
riderprofile.php?rider=20210561,Louis Meintjes,Intermarché - Wanty - Gobert Matériaux,Climber,6,0.8%,394,221,91,0,0,0,2,0,80,394
riderprofile.php?rider=20210562,Riccardo Minali,Intermarché - Wanty - Gobert Matériaux,Unclassed,6,0.3%,460,370,0,0,0,0,0,0,90,460
riderprofile.php?rider=20210564,Simone Petilli,Intermarché - Wanty - Gobert Matériaux,Unclassed,6,0.1%,155,35,10,0,0,0,0,20,90,155
riderprofile.php?rider=20210567,Rein Taaramäe,Intermarché - Wanty - Gobert Matériaux,Unclassed,6,0.8%,453,220,60,6,52,8,21,20,66,453
riderprofile.php?rider=20210586,Itamar Einhorn,Israel Start-Up Nation,Unclassed,6,0.1%,245,245,0,0,0,0,0,0,0,245
riderprofile.php?rider=20210604,Sep Vanmarcke,Israel Start-Up Nation,Unclassed,6,1.5%,58,30,0,0,8,0,0,20,0,58
riderprofile.php?rider=20210618,Matthew Holmes,Lotto Soudal,Unclassed,6,0.9%,140,110,0,0,0,0,10,20,0,140
riderprofile.php?rider=20210620,Andreas Kron,Lotto Soudal,Unclassed,6,3.2%,402,356,0,0,0,6,0,40,0,402
riderprofile.php?rider=20210630,Harm Vanhoucke,Lotto Soudal,Climber,6,2.3%,48,0,0,0,0,8,0,40,0,48
riderprofile.php?rider=20210631,Florian Vermeersch,Lotto Soudal,Unclassed,6,0.6%,118,118,0,0,0,0,0,0,0,118
riderprofile.php?rider=20210653,Nelson Oliveira,Movistar Team,Unclassed,6,2.9%,154,0,0,0,0,0,0,40,114,154
riderprofile.php?rider=20210662,Carlos Verona,Movistar Team,Unclassed,6,0.9%,307,192,1,0,0,0,10,20,84,307
riderprofile.php?rider=20210753,Lucas Hamilton,Team BikeExchange,Climber,6,4.9%,6,0,0,0,0,0,0,0,6,6
riderprofile.php?rider=20210755,Damien Howson,Team BikeExchange,Unclassed,6,0.2%,22,16,0,0,0,0,0,0,6,22
riderprofile.php?rider=20210763,Mikel Nieve,Team BikeExchange,Climber,6,2.0%,42,16,0,0,0,0,0,20,6,42
riderprofile.php?rider=20210765,Nick Schultz,Team BikeExchange,Climber,6,0.4%,146,120,0,0,0,0,0,20,6,146
riderprofile.php?rider=20210768,Robert Stannard,Team BikeExchange,Unclassed,6,0.6%,80,34,0,0,0,0,0,40,6,80
riderprofile.php?rider=20210788,Thymen Arensman,Team DSM,Unclassed,6,2.8%,244,160,0,0,0,18,12,20,34,244
riderprofile.php?rider=20210796,Nico Denz,Team DSM,Unclassed,6,0.5%,122,68,0,0,0,0,0,20,34,122
riderprofile.php?rider=20210800,Chad Haga,Team DSM,Unclassed,6,1.6%,231,160,11,0,0,6,0,20,34,231
riderprofile.php?rider=20210801,Chris Hamilton,Team DSM,Unclassed,6,1.1%,360,270,0,0,0,12,6,40,32,360
riderprofile.php?rider=20210813,Michael Storer,Team DSM,Unclassed,6,3.4%,855,448,0,0,232,12,85,60,18,855
riderprofile.php?rider=20210821,Koen Bouwman,Team Jumbo-Visma,Unclassed,6,2.9%,206,0,0,0,0,6,0,0,200,206
riderprofile.php?rider=20210826,Robert Gesink,Team Jumbo-Visma,Unclassed,6,5.0%,200,0,0,0,0,0,0,0,200,200
riderprofile.php?rider=20210836,Sam Oomen,Team Jumbo-Visma,Climber,6,1.0%,288,8,80,0,0,0,0,0,200,288
riderprofile.php?rider=20210864,Sander Armée,Team Qhubeka ASSOS,Unclassed,6,0.8%,20,0,0,0,0,0,0,20,0,20
riderprofile.php?rider=20210876,Sergio Henao,Team Qhubeka ASSOS,Climber,6,1.0%,60,40,0,0,0,0,0,20,0,60
riderprofile.php?rider=20210877,Reinardt Janse Van Rensburg,Team Qhubeka ASSOS,Unclassed,6,0.4%,155,155,0,0,0,0,0,0,0,155
riderprofile.php?rider=20210919,Gianluca Brambilla,Trek - Segafredo,Climber,6,1.9%,146,70,46,0,0,0,10,0,20,146
riderprofile.php?rider=20210925,Kenny Elissonde,Trek - Segafredo,Climber,6,1.6%,402,220,82,0,34,0,6,60,0,402
riderprofile.php?rider=20210941,Quinn Simmons,Trek - Segafredo,Unclassed,6,8.5%,250,160,0,0,0,32,0,40,18,250
riderprofile.php?rider=20210954,David De La Cruz,UAE-Team Emirates,All Rounder,6,8.9%,897,424,349,0,0,0,8,20,96,897
riderprofile.php?rider=20210955,Joe Dombrowski,UAE-Team Emirates,Unclassed,6,3.9%,346,200,0,0,24,0,10,20,92,346
riderprofile.php?rider=20210958,Ryan Gibbons,UAE-Team Emirates,Unclassed,6,0.5%,372,158,8,0,0,44,6,60,96,372
riderprofile.php?rider=20210969,Rui Oliveira,UAE-Team Emirates,Unclassed,6,1.0%,524,374,0,0,6,32,0,20,92,524
riderprofile.php?rider=20210971,Jan Polanc,UAE-Team Emirates,Unclassed,6,1.5%,455,215,88,0,0,16,0,40,96,455
riderprofile.php?rider=20210005,Mikaël Cherel,AG2R Citroën Team ,Unclassed,4,0.6%,64,12,0,0,0,0,0,40,12,64
riderprofile.php?rider=20210022,Nicolas Prodhomme,AG2R Citroën Team ,Unclassed,4,0.5%,120,70,0,0,0,16,2,20,12,120
riderprofile.php?rider=20210025,Damien Touzé,AG2R Citroën Team ,Unclassed,4,0.3%,105,75,0,0,0,0,0,20,10,105
riderprofile.php?rider=20210032,Tobias Bayer,Alpecin-Fenix,Unclassed,4,3.5%,76,8,2,0,16,12,0,20,18,76
riderprofile.php?rider=20210034,Floris De Tier,Alpecin-Fenix,Unclassed,4,0.7%,150,110,0,0,0,0,0,20,20,150
riderprofile.php?rider=20210053,Scott Thwaites,Alpecin-Fenix,Unclassed,4,1.5%,20,0,0,0,0,0,0,0,20,20
riderprofile.php?rider=20210062,Jay Vine,Alpecin-Fenix,Unclassed,4,15.0%,318,210,0,0,0,0,10,80,18,318
riderprofile.php?rider=20210104,Yuriy Natarov,Astana - Premier Tech,Unclassed,4,0.2%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210140,Yukiya Arashiro,Bahrain - Victorious,Unclassed,4,1.7%,112,0,0,0,0,0,0,0,112,112
riderprofile.php?rider=20210226,Cesare Benedetti,BORA - hansgrohe,Unclassed,4,2.8%,12,0,0,0,0,0,0,0,12,12
riderprofile.php?rider=20210231,Patrick Gamper,BORA - hansgrohe,Unclassed,4,0.5%,12,0,0,0,0,0,0,0,12,12
riderprofile.php?rider=20210239,Anton Palzer,BORA - hansgrohe,Unclassed,4,0.9%,12,0,0,0,0,0,0,0,12,12
riderprofile.php?rider=20210251,Ben Zwiehoff,BORA - hansgrohe,Unclassed,4,1.7%,12,0,0,0,0,0,0,0,12,12
riderprofile.php?rider=20210255,Óscar Cabedo,Burgos-BH,Unclassed,4,1.4%,123,28,65,0,0,0,10,20,0,123
riderprofile.php?rider=20210256,Carlos Canal,Burgos-BH,Unclassed,4,0.6%,89,57,0,0,0,12,0,20,0,89
riderprofile.php?rider=20210265,Ander Okamika,Burgos-BH,Unclassed,4,0.3%,52,0,0,0,0,12,0,40,0,52
riderprofile.php?rider=20210270,Pelayo Sanchez,Burgos-BH,Unclassed,4,0.6%,78,0,0,0,0,28,10,40,0,78
riderprofile.php?rider=20210274,Julen Amezqueta,Caja Rural - Seguros RGA,Unclassed,4,2.7%,172,50,0,0,0,36,6,80,0,172
riderprofile.php?rider=20210276,Aritz Bagües,Caja Rural - Seguros RGA,Unclassed,4,0.5%,90,30,0,0,0,20,0,40,0,90
riderprofile.php?rider=20210280,Álvaro Cuadros,Caja Rural - Seguros RGA,Unclassed,4,0.5%,20,0,0,0,0,0,0,20,0,20
riderprofile.php?rider=20210285,Jonathan Lastra,Caja Rural - Seguros RGA,Unclassed,4,4.2%,72,20,0,0,0,12,0,40,0,72
riderprofile.php?rider=20210286,Oier Lazkano,Caja Rural - Seguros RGA,Unclassed,4,0.3%,40,0,0,0,0,20,0,20,0,40
riderprofile.php?rider=20210287,Sergio Roman Martín,Caja Rural - Seguros RGA,Unclassed,4,0.5%,20,0,0,0,0,0,0,20,0,20
riderprofile.php?rider=20210294,Fernando Barceló,Cofidis,Unclassed,4,2.1%,52,0,0,0,0,0,0,20,32,52
riderprofile.php?rider=20210303,Eddy Finé,Cofidis,Unclassed,4,0.5%,32,0,0,0,0,0,0,0,32,32
riderprofile.php?rider=20210314,Rémy Rochas,Cofidis,Unclassed,4,1.3%,197,28,137,0,0,0,0,0,32,197
riderprofile.php?rider=20210382,Diego Andres Camargo,EF Education - Nippo,Unclassed,4,0.9%,66,0,0,0,0,0,0,40,26,66
riderprofile.php?rider=20210386,Lawson Craddock,EF Education - Nippo,Unclassed,4,14.0%,304,220,0,0,0,18,0,40,26,304
riderprofile.php?rider=20210393,Jens Keukeleire,EF Education - Nippo,Unclassed,4,0.8%,66,0,0,0,0,20,0,20,26,66
riderprofile.php?rider=20210400,Tom Scully,EF Education - Nippo,Unclassed,4,1.2%,191,165,0,0,0,0,0,0,26,191
riderprofile.php?rider=20210450,Xabier Mikel Azparren,Euskaltel - Euskadi,Unclassed,4,2.2%,88,16,0,0,0,12,0,60,0,88
riderprofile.php?rider=20210454,Joan Bou,Euskaltel - Euskadi,Unclassed,4,1.2%,92,0,0,0,0,32,0,60,0,92
riderprofile.php?rider=20210459,Mikel Iturria,Euskaltel - Euskadi,Unclassed,4,2.5%,64,0,0,0,0,24,0,40,0,64
riderprofile.php?rider=20210462,Gotzon Martín,Euskaltel - Euskadi,Unclassed,4,0.9%,119,99,0,0,0,0,0,20,0,119
riderprofile.php?rider=20210464,Antonio Soto,Euskaltel - Euskadi,Unclassed,4,1.3%,458,401,17,0,0,0,0,40,0,458
riderprofile.php?rider=20210496,Jacopo Guarnieri,Groupama - FDJ,Unclassed,4,0.9%,4,0,0,0,0,0,0,0,4,4
riderprofile.php?rider=20210501,Olivier Le Gac,Groupama - FDJ,Unclassed,4,0.5%,85,25,0,0,0,12,4,40,4,85
riderprofile.php?rider=20210503,Tobias Ludvigsson,Groupama - FDJ,Unclassed,4,1.2%,4,0,0,0,0,0,0,0,4,4
riderprofile.php?rider=20210508,Anthony Roux,Groupama - FDJ,Unclassed,4,0.4%,224,200,0,0,0,0,0,20,4,224
riderprofile.php?rider=20210511,Ramon Sinkeldam,Groupama - FDJ,Unclassed,4,0.2%,4,0,0,0,0,0,0,0,4,4
riderprofile.php?rider=20210554,Odd Christian Eiking,Intermarché - Wanty - Gobert Matériaux,Unclassed,4,6.6%,733,294,405,0,0,0,0,0,34,733
riderprofile.php?rider=20210559,Wesley Kreder,Intermarché - Wanty - Gobert Matériaux,Unclassed,4,0.1%,90,0,0,0,0,0,0,0,90,90
riderprofile.php?rider=20210570,Kévin Van Melsen,Intermarché - Wanty - Gobert Matériaux,Unclassed,4,0.3%,90,0,0,0,0,0,0,0,90,90
riderprofile.php?rider=20210577,Sebastian Berwick,Israel Start-Up Nation,Unclassed,4,1.0%,20,0,0,0,0,0,0,20,0,20
riderprofile.php?rider=20210582,Alexander Cataford,Israel Start-Up Nation,Unclassed,4,0.2%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210598,Guy Niv,Israel Start-Up Nation,Unclassed,4,0.6%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210599,James Piccoli,Israel Start-Up Nation,Unclassed,4,0.7%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210606,Mads Würtz Schmidt,Israel Start-Up Nation,Unclassed,4,4.9%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210609,Steff Cras,Lotto Soudal,Unclassed,4,0.7%,206,120,56,0,0,8,2,20,0,206
riderprofile.php?rider=20210614,Frederik Frison,Lotto Soudal,Unclassed,4,0.3%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210623,Sylvain Moniquet,Lotto Soudal,Unclassed,4,0.3%,79,35,0,0,0,0,4,40,0,79
riderprofile.php?rider=20210628,Maxim Van Gils,Lotto Soudal,Unclassed,4,1.7%,32,12,0,0,0,0,0,20,0,32
riderprofile.php?rider=20210641,Imanol Erviti,Movistar Team,Unclassed,4,4.0%,114,0,0,0,0,0,0,0,114,114
riderprofile.php?rider=20210645,Johan Jacobs,Movistar Team,Unclassed,4,1.3%,78,12,0,0,0,0,0,0,66,78
riderprofile.php?rider=20210655,José Joaquín Rojas,Movistar Team,Unclassed,4,5.7%,146,20,0,0,0,12,0,0,114,146
riderprofile.php?rider=20210770,Andrey Zeits,Team BikeExchange,Unclassed,4,0.9%,147,95,0,0,0,0,6,40,6,147
riderprofile.php?rider=20210816,Martijn Tusveld,Team DSM,Unclassed,4,0.5%,199,100,1,0,0,0,4,60,34,199
riderprofile.php?rider=20210829,Lennard Hofstede,Team Jumbo-Visma,Unclassed,4,5.1%,200,0,0,0,0,0,0,0,200,200
riderprofile.php?rider=20210844,Nathan Van Hooydonck,Team Jumbo-Visma,Unclassed,4,5.8%,211,0,3,0,0,8,0,0,200,211
riderprofile.php?rider=20210868,Connor Brown,Team Qhubeka ASSOS,Unclassed,4,0.9%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210870,Dimitri Claeys,Team Qhubeka ASSOS,Unclassed,4,0.2%,26,0,0,0,0,6,0,20,0,26
riderprofile.php?rider=20210878,Bert-Jan Lindeman,Team Qhubeka ASSOS,Unclassed,4,0.2%,28,0,0,0,0,8,0,20,0,28
riderprofile.php?rider=20210885,Dylan Sunderland,Team Qhubeka ASSOS,Unclassed,4,0.5%,55,35,0,0,0,0,0,20,0,55
riderprofile.php?rider=20210928,Alex Kirsch,Trek - Segafredo,Unclassed,4,1.3%,45,25,0,0,0,0,0,0,20,45
riderprofile.php?rider=20210930,Juan Pedro López,Trek - Segafredo,Unclassed,4,1.6%,341,101,212,0,0,8,0,0,20,341
riderprofile.php?rider=20210935,Antonio Nibali,Trek - Segafredo,Unclassed,4,1.8%,40,0,0,0,0,0,0,20,20,40
riderprofile.php?rider=20210939,Kiel Reijnen,Trek - Segafredo,Unclassed,4,0.4%,18,0,0,0,0,0,0,0,18,18
