Rider_Link,Rider,Team,Class,Cost,Selected,Points,Stg,GC,PC,KOM,Spr,Sum,Bky,Ass,Tot
riderprofile.php?rider=20210149,Jack Haig,Bahrain - Victorious,Climber,10,6.3%,245,200,33,2,0,0,0,0,10,245
riderprofile.php?rider=20210228,Emanuel Buchmann,BORA - hansgrohe,Climber,10,5.6%,50,30,0,0,0,0,0,0,20,50
riderprofile.php?rider=20210234,Wilco Kelderman,BORA - hansgrohe,All Rounder,10,6.1%,1201,577,597,1,0,0,6,0,20,1201
riderprofile.php?rider=20210310,Guillaume Martin,Cofidis,Climber,10,5.5%,791,385,383,0,3,0,16,0,4,791
riderprofile.php?rider=20210492,Arnaud Démare,Groupama - FDJ,Sprinter,10,12.1%,148,140,0,0,0,8,0,0,0,148
riderprofile.php?rider=20210494,David Gaudu,Groupama - FDJ,Climber,10,21.1%,867,493,320,0,10,4,40,0,0,867
riderprofile.php?rider=20210605,Michael Woods,Israel Start-Up Nation,Climber,10,13.8%,515,334,0,0,78,0,63,40,0,515
riderprofile.php?rider=20210648,Enric Mas,Movistar Team,All Rounder,10,3.7%,977,436,518,0,0,0,15,0,8,977
riderprofile.php?rider=20210661,Alejandro Valverde,Movistar Team,All Rounder,10,3.5%,335,284,35,0,0,0,12,0,4,335
riderprofile.php?rider=20210738,Nairo Quintana,Team Arkéa Samsic,Climber,10,4.9%,496,201,67,0,133,0,67,20,8,496
riderprofile.php?rider=20210753,Lucas Hamilton,Team BikeExchange,Climber,10,2.1%,42,0,0,0,0,2,10,20,10,42
riderprofile.php?rider=20210760,Michael Matthews,Team BikeExchange,Sprinter,10,1.7%,1230,842,26,246,1,113,0,0,2,1230
riderprofile.php?rider=20210831,Steven Kruijswijk,Team Jumbo-Visma,All Rounder,10,1.9%,104,8,0,0,0,0,0,0,96,104
riderprofile.php?rider=20210832,Sepp Kuss,Team Jumbo-Visma,Climber,10,8.0%,503,330,0,0,0,0,27,0,146,503
riderprofile.php?rider=20210937,Mads Pedersen,Trek - Segafredo,Sprinter,10,0.8%,178,152,0,0,0,0,0,0,26,178
riderprofile.php?rider=20210019,Ben O'Connor,AG2R Citroën Team ,All Rounder,8,3.6%,1187,465,592,0,28,0,44,20,38,1187
riderprofile.php?rider=20210045,Jasper Philipsen,Alpecin-Fenix,Sprinter,8,0.3%,1261,1040,0,142,0,23,0,0,56,1261
riderprofile.php?rider=20210085,Alex Aranburu,Astana - Premier Tech,Sprinter,8,1.3%,322,300,0,0,0,4,0,0,18,322
riderprofile.php?rider=20210100,Ion Izagirre,Astana - Premier Tech,All Rounder,8,1.0%,375,332,25,0,0,0,4,0,14,375
riderprofile.php?rider=20210102,Alexey Lutsenko,Astana - Premier Tech,All Rounder,8,2.3%,932,415,499,0,0,0,2,0,16,932
riderprofile.php?rider=20210142,Pello Bilbao,Bahrain - Victorious,All Rounder,8,1.9%,845,283,352,0,0,0,4,0,206,845
riderprofile.php?rider=20210235,Patrick Konrad,BORA - hansgrohe,Climber,8,1.3%,599,515,20,0,0,21,15,20,8,599
riderprofile.php?rider=20210309,Christophe Laporte,Cofidis,Sprinter,8,0.5%,424,400,0,0,0,0,0,20,4,424
riderprofile.php?rider=20210327,Davide Ballerini,Deceuninck - Quick Step,Sprinter,8,0.4%,280,191,0,0,0,17,0,0,72,280
riderprofile.php?rider=20210331,Mark Cavendish,Deceuninck - Quick Step,Sprinter,8,14.6%,1510,1070,0,336,0,66,0,0,38,1510
riderprofile.php?rider=20210389,Ruben Guerreiro,EF Education - Nippo,Climber,8,1.8%,401,185,88,0,0,0,22,0,106,401
riderprofile.php?rider=20210390,Sergio Higuita,EF Education - Nippo,Climber,8,3.1%,737,495,78,0,4,1,35,20,104,737
riderprofile.php?rider=20210587,Chris Froome,Israel Start-Up Nation,All Rounder,8,2.7%,2,0,0,0,0,0,0,0,2,2
riderprofile.php?rider=20210596,Dan Martin,Israel Start-Up Nation,Climber,8,8.7%,255,200,0,0,0,8,25,20,2,255
riderprofile.php?rider=20210659,Marc Soler,Movistar Team,Climber,8,2.7%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210718,Warren Barguil,Team Arkéa Samsic,Climber,8,3.0%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210721,Nacer Bouhanni,Team Arkéa Samsic,Sprinter,8,0.2%,727,690,0,25,0,12,0,0,0,727
riderprofile.php?rider=20210747,Esteban Chaves,Team BikeExchange,Climber,8,6.1%,419,160,247,0,0,0,0,0,12,419
riderprofile.php?rider=20210792,Cees Bol,Team DSM,Sprinter,8,0.6%,370,368,0,0,0,0,0,0,2,370
riderprofile.php?rider=20210845,Jonas Vingegaard,Team Jumbo-Visma,All Rounder,8,0.8%,2228,1065,866,5,105,0,67,0,120,2228
riderprofile.php?rider=20210904,Pierre Latour,Team TotalEnergies,Climber,8,1.2%,227,95,70,0,0,12,30,20,0,227
riderprofile.php?rider=20210936,Vincenzo Nibali,Trek - Segafredo,All Rounder,8,0.9%,175,97,32,0,0,0,0,20,26,175
riderprofile.php?rider=20210956,Davide Formolo,UAE-Team Emirates,Climber,8,0.9%,134,4,0,0,0,0,0,0,130,134
riderprofile.php?rider=20210959,Marc Hirschi,UAE-Team Emirates,Unclassed,8,25.8%,130,0,0,0,0,0,0,0,130,130
riderprofile.php?rider=20210962,Rafał Majka,UAE-Team Emirates,Climber,8,1.5%,178,48,0,0,0,0,0,0,130,178
riderprofile.php?rider=20210964,Brandon McNulty,UAE-Team Emirates,All Rounder,8,0.9%,205,75,0,0,0,0,0,0,130,205
riderprofile.php?rider=20210006,Benoît Cosnefroy,AG2R Citroën Team ,Climber,6,6.7%,62,4,0,0,0,4,0,0,54,62
riderprofile.php?rider=20210012,Dorian Godon,AG2R Citroën Team ,Unclassed,6,0.4%,163,60,0,0,0,13,16,20,54,163
riderprofile.php?rider=20210018,Oliver Naesen,AG2R Citroën Team ,Unclassed,6,0.8%,54,0,0,0,0,0,0,0,54,54
riderprofile.php?rider=20210020,Aurélien Paret-Peintre,AG2R Citroën Team ,Climber,6,3.2%,426,155,207,0,0,0,10,0,54,426
riderprofile.php?rider=20210021,Nans Peters,AG2R Citroën Team ,Climber,6,1.2%,16,0,0,0,0,0,0,0,16,16
riderprofile.php?rider=20210026,Greg Van Avermaet,AG2R Citroën Team ,Unclassed,6,8.5%,114,0,0,0,0,20,0,40,54,114
riderprofile.php?rider=20210043,Xandro Meurisse,Alpecin-Fenix,Unclassed,6,0.3%,198,64,10,0,0,6,4,40,74,198
riderprofile.php?rider=20210050,Kristian Sbaragli,Alpecin-Fenix,Sprinter,6,0.0%,102,0,0,0,0,8,0,20,74,102
riderprofile.php?rider=20210055,Petr Vakoč,Alpecin-Fenix,Unclassed,6,0.3%,74,0,0,0,0,0,0,0,74,74
riderprofile.php?rider=20210093,Omar Fraile,Astana - Premier Tech,Unclassed,6,8.4%,168,140,0,0,0,0,10,0,18,168
riderprofile.php?rider=20210123,Bryan Coquard,B&B Hotels p/b KTM,Sprinter,6,1.3%,43,36,0,0,0,7,0,0,0,43
riderprofile.php?rider=20210135,Quentin Pacher,B&B Hotels p/b KTM,Unclassed,6,0.8%,100,80,0,0,0,0,0,20,0,100
riderprofile.php?rider=20210137,Pierre Rolland,B&B Hotels p/b KTM,Climber,6,2.5%,60,30,0,0,0,0,10,20,0,60
riderprofile.php?rider=20210157,Matej Mohorič,Bahrain - Victorious,Unclassed,6,7.4%,864,490,18,35,16,55,0,60,190,864
riderprofile.php?rider=20210161,Wout Poels,Bahrain - Victorious,All Rounder,6,1.6%,1064,351,145,0,210,0,94,60,204,1064
riderprofile.php?rider=20210163,Dylan Teuns,Bahrain - Victorious,All Rounder,6,0.4%,664,309,126,0,6,8,17,0,198,664
riderprofile.php?rider=20210241,Lukas Pöstlberger,BORA - hansgrohe,Unclassed,6,2.0%,73,20,0,0,0,11,2,20,20,73
riderprofile.php?rider=20210245,Ide Schelling,BORA - hansgrohe,Unclassed,6,1.7%,188,0,0,6,76,26,0,60,20,188
riderprofile.php?rider=20210302,Rubén Fernández,Cofidis,Unclassed,6,0.4%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210304,Simon Geschke,Cofidis,Unclassed,6,1.3%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210306,Jesús Herrada,Cofidis,Climber,6,2.2%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210325,Kasper Asgreen,Deceuninck - Quick Step,Unclassed,6,25.4%,568,418,44,0,0,16,0,20,70,568
riderprofile.php?rider=20210329,Mattia Cattaneo,Deceuninck - Quick Step,Unclassed,6,4.5%,953,620,255,0,0,0,10,0,68,953
riderprofile.php?rider=20210334,Dries Devenyns,Deceuninck - Quick Step,Unclassed,6,0.5%,88,0,0,0,0,16,0,0,72,88
riderprofile.php?rider=20210380,Stefan Bissegger,EF Education - Nippo,Unclassed,6,19.5%,317,167,0,0,0,24,0,20,106,317
riderprofile.php?rider=20210385,Magnus Cort,EF Education - Nippo,Unclassed,6,8.6%,489,365,0,0,0,0,0,20,104,489
riderprofile.php?rider=20210398,Neilson Powless,EF Education - Nippo,Unclassed,6,2.6%,165,43,0,0,0,16,0,0,106,165
riderprofile.php?rider=20210402,Michael Valgren,EF Education - Nippo,Unclassed,6,1.0%,201,95,0,0,0,0,0,0,106,201
riderprofile.php?rider=20210486,Bruno Armirail,Groupama - FDJ,Unclassed,6,1.9%,46,40,0,0,0,6,0,0,0,46
riderprofile.php?rider=20210499,Stefan Küng,Groupama - FDJ,Unclassed,6,13.9%,494,460,0,0,0,14,0,20,0,494
riderprofile.php?rider=20210504,Valentin Madouas,Groupama - FDJ,Climber,6,0.6%,47,40,0,0,0,5,2,0,0,47
riderprofile.php?rider=20210520,Jonathan Castroviejo,INEOS Grenadiers,Unclassed,6,6.2%,145,59,40,0,0,0,0,0,46,145
riderprofile.php?rider=20210530,Michał Kwiatkowski,INEOS Grenadiers,All Rounder,6,1.3%,46,0,0,0,0,0,0,0,46,46
riderprofile.php?rider=20210539,Luke Rowe,INEOS Grenadiers,Unclassed,6,2.5%,10,0,0,0,0,0,0,0,10,10
riderprofile.php?rider=20210544,Dylan Van Baarle,INEOS Grenadiers,Unclassed,6,1.3%,114,68,0,0,0,0,0,0,46,114
riderprofile.php?rider=20210547,Jan Bakelants,Intermarché - Wanty - Gobert Matériaux,Unclassed,6,2.2%,166,96,0,0,0,20,10,40,0,166
riderprofile.php?rider=20210561,Louis Meintjes,Intermarché - Wanty - Gobert Matériaux,Unclassed,6,1.4%,315,133,182,0,0,0,0,0,0,315
riderprofile.php?rider=20210566,Lorenzo Rota,Intermarché - Wanty - Gobert Matériaux,Unclassed,6,0.1%,61,60,0,0,0,1,0,0,0,61
riderprofile.php?rider=20210572,Danny Van Poppel,Intermarché - Wanty - Gobert Matériaux,Sprinter,6,0.2%,326,242,0,0,2,22,0,60,0,326
riderprofile.php?rider=20210574,Loïc Vliegen,Intermarché - Wanty - Gobert Matériaux,Unclassed,6,0.2%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210575,Georg Zimmermann,Intermarché - Wanty - Gobert Matériaux,Unclassed,6,0.4%,120,80,0,0,0,20,0,20,0,120
riderprofile.php?rider=20210589,André Greipel,Israel Start-Up Nation,Sprinter,6,0.5%,497,465,0,0,0,10,0,20,2,497
riderprofile.php?rider=20210607,Rick Zabel,Israel Start-Up Nation,Unclassed,6,0.5%,57,55,0,0,0,0,0,0,2,57
riderprofile.php?rider=20210610,Jasper De Buyst,Lotto Soudal,Unclassed,6,0.4%,42,40,0,0,0,2,0,0,0,42
riderprofile.php?rider=20210611,Thomas De Gendt,Lotto Soudal,Unclassed,6,17.4%,22,0,0,0,0,16,4,0,2,22
riderprofile.php?rider=20210615,Philippe Gilbert,Lotto Soudal,Unclassed,6,4.2%,62,36,0,0,0,4,0,20,2,62
riderprofile.php?rider=20210627,Tosh Van Der Sande,Lotto Soudal,Unclassed,6,0.3%,56,16,0,0,0,20,0,20,0,56
riderprofile.php?rider=20210642,Iván García Cortina,Movistar Team,Sprinter,6,0.3%,256,228,0,0,0,0,0,20,8,256
riderprofile.php?rider=20210662,Carlos Verona,Movistar Team,Unclassed,6,0.9%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210732,Daniel McLay,Team Arkéa Samsic,Sprinter,6,0.1%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210762,Luka Mezgec,Team BikeExchange,Sprinter,6,0.1%,312,260,0,0,0,20,0,20,12,312
riderprofile.php?rider=20210791,Tiesj Benoot,Team DSM,All Rounder,6,1.0%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210797,Mark Donovan,Team DSM,Climber,6,0.5%,32,30,0,0,0,0,0,0,2,32
riderprofile.php?rider=20210806,Søren Kragh Andersen,Team DSM,Unclassed,6,10.4%,82,58,1,0,0,3,0,20,0,82
riderprofile.php?rider=20210810,Casper Pedersen,Team DSM,Unclassed,6,0.7%,160,160,0,0,0,0,0,0,0,160
riderprofile.php?rider=20210826,Robert Gesink,Team Jumbo-Visma,Unclassed,6,2.9%,26,0,0,0,0,0,0,0,26,26
riderprofile.php?rider=20210835,Tony Martin,Team Jumbo-Visma,Unclassed,6,5.4%,72,0,0,0,0,0,0,0,72,72
riderprofile.php?rider=20210840,Mike Teunissen,Team Jumbo-Visma,Unclassed,6,1.0%,339,165,0,0,0,0,0,20,154,339
riderprofile.php?rider=20210866,Carlos Barbero,Team Qhubeka ASSOS,Unclassed,6,1.0%,24,24,0,0,0,0,0,0,0,24
riderprofile.php?rider=20210869,Victor Campenaerts,Team Qhubeka ASSOS,Unclassed,6,11.0%,26,0,0,0,4,2,0,20,0,26
riderprofile.php?rider=20210871,Simon Clarke,Team Qhubeka ASSOS,Unclassed,6,2.0%,55,4,0,0,0,11,0,40,0,55
riderprofile.php?rider=20210874,Michael Gogl,Team Qhubeka ASSOS,Unclassed,6,0.7%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210876,Sergio Henao,Team Qhubeka ASSOS,Climber,6,1.0%,183,80,82,0,0,1,0,20,0,183
riderprofile.php?rider=20210889,Max Walscheid,Team Qhubeka ASSOS,Sprinter,6,0.1%,273,273,0,0,0,0,0,0,0,273
riderprofile.php?rider=20210891,Edvald Boasson Hagen,Team TotalEnergies,Sprinter,6,0.5%,60,40,0,0,0,0,0,20,0,60
riderprofile.php?rider=20210897,Víctor De La Parte,Team TotalEnergies,Unclassed,6,0.4%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210915,Anthony Turgis,Team TotalEnergies,Sprinter,6,0.1%,284,222,0,0,0,21,21,20,0,284
riderprofile.php?rider=20210925,Kenny Elissonde,Trek - Segafredo,Climber,6,0.9%,270,200,0,0,6,2,20,20,22,270
riderprofile.php?rider=20210931,Bauke Mollema,Trek - Segafredo,All Rounder,6,1.4%,797,564,135,0,27,4,31,20,16,797
riderprofile.php?rider=20210943,Toms Skujiņš,Trek - Segafredo,Unclassed,6,1.2%,189,145,3,0,0,15,0,0,26,189
riderprofile.php?rider=20210944,Jasper Stuyven,Trek - Segafredo,Sprinter,6,0.4%,346,300,0,0,4,0,0,20,22,346
riderprofile.php?rider=20210945,Edward Theuns,Trek - Segafredo,Sprinter,6,0.1%,338,240,0,0,10,22,0,40,26,338
riderprofile.php?rider=20210949,Mikkel Bjerg,UAE-Team Emirates,Unclassed,6,2.4%,275,145,0,0,0,0,0,0,130,275
riderprofile.php?rider=20210952,Rui Costa,UAE-Team Emirates,All Rounder,6,0.7%,150,20,0,0,0,0,0,0,130,150
riderprofile.php?rider=20210024,Michael Schär,AG2R Citroën Team ,Unclassed,4,2.5%,106,0,0,0,0,12,0,40,54,106
riderprofile.php?rider=20210036,Silvan Dillier,Alpecin-Fenix,Unclassed,4,3.8%,135,60,0,0,0,1,0,0,74,135
riderprofile.php?rider=20210048,Jonas Rickaert,Alpecin-Fenix,Unclassed,4,0.6%,146,52,0,0,0,20,0,0,74,146
riderprofile.php?rider=20210090,Stefan De Bod,Astana - Premier Tech,Unclassed,4,1.2%,18,0,0,0,0,0,0,0,18,18
riderprofile.php?rider=20210097,Dmitriy Gruzdev,Astana - Premier Tech,Unclassed,4,0.4%,18,0,0,0,0,0,0,0,18,18
riderprofile.php?rider=20210098,Hugo Houle,Astana - Premier Tech,Unclassed,4,1.1%,114,40,0,0,0,16,0,40,18,114
riderprofile.php?rider=20210118,Cyril Barthe,B&B Hotels p/b KTM,Unclassed,4,0.9%,186,146,0,0,0,20,0,20,0,186
riderprofile.php?rider=20210120,Franck Bonnamour,B&B Hotels p/b KTM,Unclassed,4,0.5%,587,448,54,0,0,21,4,60,0,587
riderprofile.php?rider=20210122,Maxime Chevalier,B&B Hotels p/b KTM,Unclassed,4,0.9%,71,0,0,0,0,27,4,40,0,71
riderprofile.php?rider=20210127,Cyril Gautier,B&B Hotels p/b KTM,Unclassed,4,1.9%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210131,Cyril Lemoine,B&B Hotels p/b KTM,Unclassed,4,0.4%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210150,Marco Haller,Bahrain - Victorious,Unclassed,4,2.2%,206,0,0,0,0,0,0,0,206,206
riderprofile.php?rider=20210167,Fred Wright,Bahrain - Victorious,Unclassed,4,2.8%,283,65,0,0,0,12,0,0,206,283
riderprofile.php?rider=20210238,Daniel Oss,BORA - hansgrohe,Unclassed,4,4.3%,70,50,0,0,0,0,0,0,20,70
riderprofile.php?rider=20210240,Nils Politt,BORA - hansgrohe,Unclassed,4,6.1%,412,340,0,0,0,20,0,40,12,412
riderprofile.php?rider=20210312,Anthony Perez,Cofidis,Unclassed,4,2.0%,223,20,0,0,43,29,43,80,8,223
riderprofile.php?rider=20210313,Pierre-Luc Périchon,Cofidis,Unclassed,4,0.9%,239,140,0,0,0,31,0,60,8,239
riderprofile.php?rider=20210321,Jelle Wallays,Cofidis,Unclassed,4,0.8%,36,0,0,0,0,8,0,20,8,36
riderprofile.php?rider=20210333,Tim Declercq,Deceuninck - Quick Step,Unclassed,4,5.6%,72,0,0,0,0,0,0,0,72,72
riderprofile.php?rider=20210344,Michael Mørkøv,Deceuninck - Quick Step,Unclassed,4,9.1%,407,290,0,10,0,39,0,0,68,407
riderprofile.php?rider=20210399,Jonas Rutsch,EF Education - Nippo,Unclassed,4,0.9%,159,25,0,0,0,8,0,20,106,159
riderprofile.php?rider=20210496,Jacopo Guarnieri,Groupama - FDJ,Unclassed,4,0.4%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210498,Ignatas Konovalovas,Groupama - FDJ,Unclassed,4,0.3%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210509,Miles Scotson,Groupama - FDJ,Unclassed,4,0.7%,40,40,0,0,0,0,0,0,0,40
riderprofile.php?rider=20210558,Jonas Koch,Intermarché - Wanty - Gobert Matériaux,Unclassed,4,0.8%,36,0,0,0,0,16,0,20,0,36
riderprofile.php?rider=20210571,Boy Van Poppel,Intermarché - Wanty - Gobert Matériaux,Unclassed,4,2.5%,140,124,0,0,0,16,0,0,0,140
riderprofile.php?rider=20210580,Guillaume Boivin,Israel Start-Up Nation,Unclassed,4,0.9%,2,0,0,0,0,0,0,0,2,2
riderprofile.php?rider=20210588,Omer Goldstein,Israel Start-Up Nation,Unclassed,4,0.4%,42,0,0,0,0,20,0,20,2,42
riderprofile.php?rider=20210593,Reto Hollenstein,Israel Start-Up Nation,Unclassed,4,0.2%,2,0,0,0,0,0,0,0,2,2
riderprofile.php?rider=20210619,Roger Kluge,Lotto Soudal,Unclassed,4,1.9%,38,0,0,0,0,16,0,20,2,38
riderprofile.php?rider=20210625,Harry Sweeny,Lotto Soudal,Unclassed,4,1.1%,242,172,0,0,0,30,0,40,0,242
riderprofile.php?rider=20210629,Brent Van Moer,Lotto Soudal,Unclassed,4,4.0%,249,166,0,0,1,20,0,60,2,249
riderprofile.php?rider=20210636,Jorge Arcas,Movistar Team,Unclassed,4,2.5%,12,4,0,0,0,0,0,0,8,12
riderprofile.php?rider=20210641,Imanol Erviti,Movistar Team,Unclassed,4,2.1%,236,180,0,0,0,12,0,40,4,236
riderprofile.php?rider=20210724,Anthony Delaplace,Team Arkéa Samsic,Unclassed,4,0.6%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210726,Élie Gesbert,Team Arkéa Samsic,Unclassed,4,3.5%,128,115,0,0,0,5,0,0,8,128
riderprofile.php?rider=20210741,Clément Russo,Team Arkéa Samsic,Unclassed,4,0.3%,8,0,0,0,0,0,0,0,8,8
riderprofile.php?rider=20210742,Connor Swift,Team Arkéa Samsic,Unclassed,4,4.3%,111,58,0,0,0,5,0,40,8,111
riderprofile.php?rider=20210749,Luke Durbridge,Team BikeExchange,Unclassed,4,2.7%,36,4,0,0,0,0,0,20,12,36
riderprofile.php?rider=20210756,Amund Grøndahl Jansen,Team BikeExchange,Unclassed,4,0.4%,10,0,0,0,0,0,0,0,10,10
riderprofile.php?rider=20210757,Christopher Juul-Jensen,Team BikeExchange,Unclassed,4,1.1%,49,0,0,0,0,17,0,20,12,49
riderprofile.php?rider=20210798,Nils Eekhoff,Team DSM,Unclassed,4,2.1%,53,51,0,0,0,0,0,0,2,53
riderprofile.php?rider=20210809,Joris Nieuwenhuis,Team DSM,Unclassed,4,0.3%,2,0,0,0,0,0,0,0,2,2
riderprofile.php?rider=20210815,Jasha Sütterlin,Team DSM,Unclassed,4,0.4%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210867,Sean Bennett,Team Qhubeka ASSOS,Unclassed,4,4.2%,64,0,0,0,0,24,0,40,0,64
riderprofile.php?rider=20210872,Nic Dlamini,Team Qhubeka ASSOS,Unclassed,4,0.5%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210895,Jérémy Cabot,Team TotalEnergies,Unclassed,4,0.9%,32,0,0,0,0,12,0,20,0,32
riderprofile.php?rider=20210898,Fabien Doubey,Team TotalEnergies,Unclassed,4,0.4%,92,50,0,0,0,16,6,20,0,92
riderprofile.php?rider=20210910,Cristián Rodríguez,Team TotalEnergies,Unclassed,4,1.7%,20,0,0,0,0,0,0,20,0,20
riderprofile.php?rider=20210912,Julien Simon,Team TotalEnergies,Unclassed,4,1.0%,0,0,0,0,0,0,0,0,0,0
riderprofile.php?rider=20210918,Julien Bernard,Trek - Segafredo,Unclassed,4,4.1%,145,66,0,0,0,13,0,40,26,145
riderprofile.php?rider=20210961,Vegard Stake Laengen,UAE-Team Emirates,Unclassed,4,1.9%,150,0,0,0,0,0,0,20,130,150
